56631,"BOWSTRING, MN",BOWSTRING,MN,ITASCA
56218,"BOYD, MN",BOYD,MN,LAC QUI PARLE
55006,"BRAHAM, MN",BRAHAM,MN,ISANTI
56401,"BRAINERD, MN",BRAINERD,MN,CROW WING
56315,"BRANDON, MN",BRANDON,MN,DOUGLAS
56520,"BRECKENRIDGE, MN",BRECKENRIDGE,MN,WILKIN
56119,"BREWSTER, MN",BREWSTER,MN,NOBLES
56014,"BRICELYN, MN",BRICELYN,MN,FARIBAULT
55602,"BRIMSON, MN",BRIMSON,MN,SAINT LOUIS
55710,"BRITT, MN",BRITT,MN,SAINT LOUIS
55007,"BROOK PARK, MN",BROOK PARK,MN,PINE
56715,"BROOKS, MN",BROOKS,MN,RED LAKE
55711,"BROOKSTON, MN",BROOKSTON,MN,SAINT LOUIS
56316,"BROOTEN, MN",BROOTEN,MN,STEARNS
56438,"BROWERVILLE, MN",BROWERVILLE,MN,TODD
56219,"BROWNS VALLEY, MN",BROWNS VALLEY,MN,TRAVERSE
55918,"BROWNSDALE, MN",BROWNSDALE,MN,MOWER
55919,"BROWNSVILLE, MN",BROWNSVILLE,MN,HOUSTON
55312,"BROWNTON, MN",BROWNTON,MN,MCLEOD
55712,"BRUNO, MN",BRUNO,MN,PINE
56317,"BUCKMAN, MN",BUCKMAN,MN,MORRISON
55313,"BUFFALO, MN",BUFFALO,MN,WRIGHT
55314,"BUFFALO LAKE, MN",BUFFALO LAKE,MN,RENVILLE
55713,"BUHL, MN",BUHL,MN,SAINT LOUIS
55306,"BURNSVILLE, MN",BURNSVILLE,MN,DAKOTA
55337,"BURNSVILLE, MN",BURNSVILLE,MN,DAKOTA
56318,"BURTRUM, MN",BURTRUM,MN,TODD
56120,"BUTTERFIELD, MN",BUTTERFIELD,MN,WATONWAN
55920,"BYRON, MN",BYRON,MN,OLMSTED
55921,"CALEDONIA, MN",CALEDONIA,MN,HOUSTON
56521,"CALLAWAY, MN",CALLAWAY,MN,BECKER
55716,"CALUMET, MN",CALUMET,MN,ITASCA
55008,"CAMBRIDGE, MN",CAMBRIDGE,MN,ISANTI
56522,"CAMPBELL, MN",CAMPBELL,MN,WILKIN
56220,"CANBY, MN",CANBY,MN,YELLOW MEDICINE
55009,"CANNON FALLS, MN",CANNON FALLS,MN,GOODHUE
55922,"CANTON, MN",CANTON,MN,FILLMORE
55717,"CANYON, MN",CANYON,MN,SAINT LOUIS
56319,"CARLOS, MN",CARLOS,MN,DOUGLAS
55718,"CARLTON, MN",CARLTON,MN,CARLTON
55315,"CARVER, MN",CARVER,MN,CARVER
56633,"CASS LAKE, MN",CASS LAKE,MN,CASS
55010,"CASTLE ROCK, MN",CASTLE ROCK,MN,DAKOTA
55011,"CEDAR, MN",CEDAR,MN,ANOKA
55012,"CENTER CITY, MN",CENTER CITY,MN,CHISAGO
56121,"CEYLON, MN",CEYLON,MN,MARTIN
55316,"CHAMPLIN, MN",CHAMPLIN,MN,HENNEPIN
56122,"CHANDLER, MN",CHANDLER,MN,MURRAY
55317,"CHANHASSEN, MN",CHANHASSEN,MN,CARVER
55318,"CHASKA, MN",CHASKA,MN,CARVER
55923,"CHATFIELD, MN",CHATFIELD,MN,FILLMORE
55013,"CHISAGO CITY, MN",CHISAGO CITY,MN,CHISAGO
55719,"CHISHOLM, MN",CHISHOLM,MN,SAINT LOUIS
56221,"CHOKIO, MN",CHOKIO,MN,STEVENS
55014,"CIRCLE PINES, MN",CIRCLE PINES,MN,ANOKA
56222,"CLARA CITY, MN",CLARA CITY,MN,CHIPPEWA
55924,"CLAREMONT, MN",CLAREMONT,MN,DODGE
56440,"CLARISSA, MN",CLARISSA,MN,TODD
56223,"CLARKFIELD, MN",CLARKFIELD,MN,YELLOW MEDICINE
56016,"CLARKS GROVE, MN",CLARKS GROVE,MN,FREEBORN
55319,"CLEAR LAKE, MN",CLEAR LAKE,MN,SHERBURNE
56634,"CLEARBROOK, MN",CLEARBROOK,MN,CLEARWATER
55320,"CLEARWATER, MN",CLEARWATER,MN,WRIGHT
56224,"CLEMENTS, MN",CLEMENTS,MN,REDWOOD
56017,"CLEVELAND, MN",CLEVELAND,MN,LE SUEUR
56523,"CLIMAX, MN",CLIMAX,MN,POLK
56225,"CLINTON, MN",CLINTON,MN,BIG STONE
56524,"CLITHERALL, MN",CLITHERALL,MN,OTTER TAIL
56226,"CLONTARF, MN",CLONTARF,MN,SWIFT
55720,"CLOQUET, MN",CLOQUET,MN,CARLTON
55721,"COHASSET, MN",COHASSET,MN,ITASCA
55321,"COKATO, MN",COKATO,MN,WRIGHT
56320,"COLD SPRING, MN",COLD SPRING,MN,STEARNS
55722,"COLERAINE, MN",COLERAINE,MN,ITASCA
56321,"COLLEGEVILLE, MN",COLLEGEVILLE,MN,STEARNS
55322,"COLOGNE, MN",COLOGNE,MN,CARVER
56019,"COMFREY, MN",COMFREY,MN,BROWN
56525,"COMSTOCK, MN",COMSTOCK,MN,CLAY
56020,"CONGER, MN",CONGER,MN,FREEBORN
55723,"COOK, MN",COOK,MN,SAINT LOUIS
56227,"CORRELL, MN",CORRELL,MN,BIG STONE
56228,"COSMOS, MN",COSMOS,MN,MEEKER
55016,"COTTAGE GROVE, MN",COTTAGE GROVE,MN,WASHINGTON
55724,"COTTON, MN",COTTON,MN,SAINT LOUIS
56229,"COTTONWOOD, MN",COTTONWOOD,MN,LYON
56021,"COURTLAND, MN",COURTLAND,MN,NICOLLET
55725,"CRANE LAKE, MN",CRANE LAKE,MN,SAINT LOUIS
55726,"CROMWELL, MN",CROMWELL,MN,CARLTON
56716,"CROOKSTON, MN",CROOKSTON,MN,POLK
56441,"CROSBY, MN",CROSBY,MN,CROW WING
56442,"CROSSLAKE, MN",CROSSLAKE,MN,CROW WING
55323,"CRYSTAL BAY, MN",CRYSTAL BAY,MN,HENNEPIN
56123,"CURRIE, MN",CURRIE,MN,MURRAY
56443,"CUSHING, MN",CUSHING,MN,MORRISON
56323,"CYRUS, MN",CYRUS,MN,POPE
55925,"DAKOTA, MN",DAKOTA,MN,WINONA
55017,"DALBO, MN",DALBO,MN,ISANTI
56324,"DALTON, MN",DALTON,MN,OTTER TAIL
56230,"DANUBE, MN",DANUBE,MN,RENVILLE
56231,"DANVERS, MN",DANVERS,MN,SWIFT
56022,"DARFUR, MN",DARFUR,MN,WATONWAN
55324,"DARWIN, MN",DARWIN,MN,MEEKER
55325,"DASSEL, MN",DASSEL,MN,MEEKER
56232,"DAWSON, MN",DAWSON,MN,LAC QUI PARLE
55327,"DAYTON, MN",DAYTON,MN,HENNEPIN
56527,"DEER CREEK, MN",DEER CREEK,MN,OTTER TAIL
56636,"DEER RIVER, MN",DEER RIVER,MN,ITASCA
56444,"DEERWOOD, MN",DEERWOOD,MN,CROW WING
55328,"DELANO, MN",DELANO,MN,WRIGHT
56023,"DELAVAN, MN",DELAVAN,MN,FARIBAULT
55018,"DENNISON, MN",DENNISON,MN,GOODHUE
56528,"DENT, MN",DENT,MN,OTTER TAIL
56501,"DETROIT LAKES, MN",DETROIT LAKES,MN,BECKER
56502,"DETROIT LAKES, MN",DETROIT LAKES,MN,BECKER
55926,"DEXTER, MN",DEXTER,MN,MOWER
56529,"DILWORTH, MN",DILWORTH,MN,CLAY
55927,"DODGE CENTER, MN",DODGE CENTER,MN,DODGE
56720,"DONALDSON, MN",DONALDSON,MN,KITTSON
56235,"DONNELLY, MN",DONNELLY,MN,STEVENS
55929,"DOVER, MN",DOVER,MN,OLMSTED
56125,"DOVRAY, MN",DOVRAY,MN,MURRAY
55801,"DULUTH, MN",DULUTH,MN,SAINT LOUIS
55802,"DULUTH, MN",DULUTH,MN,SAINT LOUIS
55803,"DULUTH, MN",DULUTH,MN,SAINT LOUIS
55804,"DULUTH, MN",DULUTH,MN,SAINT LOUIS
55805,"DULUTH, MN",DULUTH,MN,SAINT LOUIS
55806,"DULUTH, MN",DULUTH,MN,SAINT LOUIS
55807,"DULUTH, MN",DULUTH,MN,SAINT LOUIS
55808,"DULUTH, MN",DULUTH,MN,SAINT LOUIS
55810,"DULUTH, MN",DULUTH,MN,SAINT LOUIS
55811,"DULUTH, MN",DULUTH,MN,SAINT LOUIS
55812,"DULUTH, MN",DULUTH,MN,SAINT LOUIS
55814,"DULUTH, MN",DULUTH,MN,SAINT LOUIS
55815,"DULUTH, MN",DULUTH,MN,SAINT LOUIS
55816,"DULUTH, MN",DULUTH,MN,SAINT LOUIS
56236,"DUMONT, MN",DUMONT,MN,TRAVERSE
55019,"DUNDAS, MN",DUNDAS,MN,RICE
56127,"DUNNELL, MN",DUNNELL,MN,MARTIN
56446,"EAGLE BEND, MN",EAGLE BEND,MN,TODD
56024,"EAGLE LAKE, MN",EAGLE LAKE,MN,BLUE EARTH
56721,"EAST GRAND FORKS, MN",EAST GRAND FORKS,MN,POLK
56025,"EASTON, MN",EASTON,MN,FARIBAULT
56237,"ECHO, MN",ECHO,MN,YELLOW MEDICINE
55344,"EDEN PRAIRIE, MN",EDEN PRAIRIE,MN,HENNEPIN
55346,"EDEN PRAIRIE, MN",EDEN PRAIRIE,MN,HENNEPIN
55347,"EDEN PRAIRIE, MN",EDEN PRAIRIE,MN,HENNEPIN
55329,"EDEN VALLEY, MN",EDEN VALLEY,MN,MEEKER
56128,"EDGERTON, MN",EDGERTON,MN,PIPESTONE
56639,"EFFIE, MN",EFFIE,MN,ITASCA
55931,"EITZEN, MN",EITZEN,MN,HOUSTON
56531,"ELBOW LAKE, MN",ELBOW LAKE,MN,GRANT
55932,"ELGIN, MN",ELGIN,MN,WABASHA
56533,"ELIZABETH, MN",ELIZABETH,MN,OTTER TAIL
55330,"ELK RIVER, MN",ELK RIVER,MN,SHERBURNE
55020,"ELKO NEW MARKET, MN",ELKO NEW MARKET,MN,SCOTT
55054,"ELKO NEW MARKET, MN",ELKO NEW MARKET,MN,SCOTT
55933,"ELKTON, MN",ELKTON,MN,MOWER
56026,"ELLENDALE, MN",ELLENDALE,MN,STEELE
56129,"ELLSWORTH, MN",ELLSWORTH,MN,NOBLES
56027,"ELMORE, MN",ELMORE,MN,FARIBAULT
56325,"ELROSA, MN",ELROSA,MN,STEARNS
55731,"ELY, MN",ELY,MN,SAINT LOUIS
56028,"ELYSIAN, MN",ELYSIAN,MN,LE SUEUR
55732,"EMBARRASS, MN",EMBARRASS,MN,SAINT LOUIS
56447,"EMILY, MN",EMILY,MN,CROW WING
56029,"EMMONS, MN",EMMONS,MN,FREEBORN
56534,"ERHARD, MN",ERHARD,MN,OTTER TAIL
56535,"ERSKINE, MN",ERSKINE,MN,POLK
55733,"ESKO, MN",ESKO,MN,CARLTON
56030,"ESSIG, MN",ESSIG,MN,BROWN
56722,"EUCLID, MN",EUCLID,MN,POLK
56326,"EVANSVILLE, MN",EVANSVILLE,MN,DOUGLAS
55734,"EVELETH, MN",EVELETH,MN,SAINT LOUIS
55331,"EXCELSIOR, MN",EXCELSIOR,MN,HENNEPIN
55934,"EYOTA, MN",EYOTA,MN,OLMSTED
55332,"FAIRFAX, MN",FAIRFAX,MN,RENVILLE
56031,"FAIRMONT, MN",FAIRMONT,MN,MARTIN
55021,"FARIBAULT, MN",FARIBAULT,MN,RICE
55024,"FARMINGTON, MN",FARMINGTON,MN,DAKOTA
56327,"FARWELL, MN",FARWELL,MN,DOUGLAS
56641,"FEDERAL DAM, MN",FEDERAL DAM,MN,CASS
56536,"FELTON, MN",FELTON,MN,CLAY
56537,"FERGUS FALLS, MN",FERGUS FALLS,MN,OTTER TAIL
56538,"FERGUS FALLS, MN",FERGUS FALLS,MN,OTTER TAIL
56540,"FERTILE, MN",FERTILE,MN,POLK
56448,"FIFTY LAKES, MN",FIFTY LAKES,MN,CROW WING
55603,"FINLAND, MN",FINLAND,MN,LAKE
55735,"FINLAYSON, MN",FINLAYSON,MN,PINE
56723,"FISHER, MN",FISHER,MN,POLK
56328,"FLENSBURG, MN",FLENSBURG,MN,MORRISON
56541,"FLOM, MN",FLOM,MN,NORMAN
55736,"FLOODWOOD, MN",FLOODWOOD,MN,SAINT LOUIS
56329,"FOLEY, MN",FOLEY,MN,BENTON
55738,"FORBES, MN",FORBES,MN,SAINT LOUIS
55025,"FOREST LAKE, MN",FOREST LAKE,MN,WASHINGTON
56330,"FORESTON, MN",FORESTON,MN,MILLE LACS
56449,"FORT RIPLEY, MN",FORT RIPLEY,MN,CROW WING
56542,"FOSSTON, MN",FOSSTON,MN,POLK
55935,"FOUNTAIN, MN",FOUNTAIN,MN,FILLMORE
56543,"FOXHOME, MN",FOXHOME,MN,WILKIN
55333,"FRANKLIN, MN",FRANKLIN,MN,RENVILLE
56544,"FRAZEE, MN",FRAZEE,MN,BECKER
56032,"FREEBORN, MN",FREEBORN,MN,FREEBORN
56331,"FREEPORT, MN",FREEPORT,MN,STEARNS
55026,"FRONTENAC, MN",FRONTENAC,MN,GOODHUE
56033,"FROST, MN",FROST,MN,FARIBAULT
56131,"FULDA, MN",FULDA,MN,MURRAY
56034,"GARDEN CITY, MN",GARDEN CITY,MN,BLUE EARTH
56332,"GARFIELD, MN",GARFIELD,MN,DOUGLAS
56450,"GARRISON, MN",GARRISON,MN,CROW WING
56132,"GARVIN, MN",GARVIN,MN,LYON
56545,"GARY, MN",GARY,MN,NORMAN
56724,"GATZKE, MN",GATZKE,MN,MARSHALL
55334,"GAYLORD, MN",GAYLORD,MN,SIBLEY
56035,"GENEVA, MN",GENEVA,MN,FREEBORN
56546,"GEORGETOWN, MN",GEORGETOWN,MN,CLAY
56239,"GHENT, MN",GHENT,MN,LYON
55335,"GIBBON, MN",GIBBON,MN,SIBLEY
55741,"GILBERT, MN",GILBERT,MN,SAINT LOUIS
56333,"GILMAN, MN",GILMAN,MN,BENTON
55336,"GLENCOE, MN",GLENCOE,MN,MCLEOD
56036,"GLENVILLE, MN",GLENVILLE,MN,FREEBORN
56334,"GLENWOOD, MN",GLENWOOD,MN,POPE
56547,"GLYNDON, MN",GLYNDON,MN,CLAY
56644,"GONVICK, MN",GONVICK,MN,CLEARWATER
56037,"GOOD THUNDER, MN",GOOD THUNDER,MN,BLUE EARTH
55027,"GOODHUE, MN",GOODHUE,MN,GOODHUE
55742,"GOODLAND, MN",GOODLAND,MN,ITASCA
56725,"GOODRIDGE, MN",GOODRIDGE,MN,PENNINGTON
56240,"GRACEVILLE, MN",GRACEVILLE,MN,BIG STONE
56039,"GRANADA, MN",GRANADA,MN,MARTIN
55604,"GRAND MARAIS, MN",GRAND MARAIS,MN,COOK
55936,"GRAND MEADOW, MN",GRAND MEADOW,MN,MOWER
55605,"GRAND PORTAGE, MN",GRAND PORTAGE,MN,COOK
55730,"GRAND RAPIDS, MN",GRAND RAPIDS,MN,ITASCA
55744,"GRAND RAPIDS, MN",GRAND RAPIDS,MN,ITASCA
55029,"GRANDY, MN",GRANDY,MN,ISANTI
56241,"GRANITE FALLS, MN",GRANITE FALLS,MN,YELLOW MEDICINE
55030,"GRASSTON, MN",GRASSTON,MN,PINE
55338,"GREEN ISLE, MN",GREEN ISLE,MN,SIBLEY
56726,"GREENBUSH, MN",GREENBUSH,MN,ROSEAU
56335,"GREENWALD, MN",GREENWALD,MN,STEARNS
56336,"GREY EAGLE, MN",GREY EAGLE,MN,TODD
56243,"GROVE CITY, MN",GROVE CITY,MN,MEEKER
56727,"GRYGLA, MN",GRYGLA,MN,MARSHALL
56646,"GULLY, MN",GULLY,MN,POLK
56452,"HACKENSACK, MN",HACKENSACK,MN,CASS
56728,"HALLOCK, MN",HALLOCK,MN,KITTSON
56729,"HALMA, MN",HALMA,MN,KITTSON
56548,"HALSTAD, MN",HALSTAD,MN,NORMAN
55339,"HAMBURG, MN",HAMBURG,MN,CARVER
55340,"HAMEL, MN",HAMEL,MN,HENNEPIN
55031,"HAMPTON, MN",HAMPTON,MN,DAKOTA
56244,"HANCOCK, MN",HANCOCK,MN,STEVENS
56245,"HANLEY FALLS, MN",HANLEY FALLS,MN,YELLOW MEDICINE
55341,"HANOVER, MN",HANOVER,MN,WRIGHT
56041,"HANSKA, MN",HANSKA,MN,BROWN
56134,"HARDWICK, MN",HARDWICK,MN,ROCK
55939,"HARMONY, MN",HARMONY,MN,FILLMORE
55032,"HARRIS, MN",HARRIS,MN,CHISAGO
56042,"HARTLAND, MN",HARTLAND,MN,FREEBORN
55033,"HASTINGS, MN",HASTINGS,MN,DAKOTA
56549,"HAWLEY, MN",HAWLEY,MN,CLAY
55940,"HAYFIELD, MN",HAYFIELD,MN,DODGE
56043,"HAYWARD, MN",HAYWARD,MN,FREEBORN
55342,"HECTOR, MN",HECTOR,MN,RENVILLE
56044,"HENDERSON, MN",HENDERSON,MN,SIBLEY
56136,"HENDRICKS, MN",HENDRICKS,MN,LINCOLN
56550,"HENDRUM, MN",HENDRUM,MN,NORMAN
56551,"HENNING, MN",HENNING,MN,OTTER TAIL
55036,"HENRIETTE, MN",HENRIETTE,MN,PINE
56248,"HERMAN, MN",HERMAN,MN,GRANT
56137,"HERON LAKE, MN",HERON LAKE,MN,JACKSON
56453,"HEWITT, MN",HEWITT,MN,TODD
55746,"HIBBING, MN",HIBBING,MN,SAINT LOUIS
55748,"HILL CITY, MN",HILL CITY,MN,AITKIN
56338,"HILLMAN, MN",HILLMAN,MN,MORRISON
56138,"HILLS, MN",HILLS,MN,ROCK
55037,"HINCKLEY, MN",HINCKLEY,MN,PINE
56647,"HINES, MN",HINES,MN,BELTRAMI
56552,"HITTERDAL, MN",HITTERDAL,MN,CLAY
56339,"HOFFMAN, MN",HOFFMAN,MN,GRANT
55941,"HOKAH, MN",HOKAH,MN,HOUSTON
56340,"HOLDINGFORD, MN",HOLDINGFORD,MN,STEARNS
56139,"HOLLAND, MN",HOLLAND,MN,PIPESTONE
56045,"HOLLANDALE, MN",HOLLANDALE,MN,FREEBORN
56249,"HOLLOWAY, MN",HOLLOWAY,MN,SWIFT
56341,"HOLMES CITY, MN",HOLMES CITY,MN,DOUGLAS
55749,"HOLYOKE, MN",HOLYOKE,MN,CARLTON
55942,"HOMER, MN",HOMER,MN,WINONA
56046,"HOPE, MN",HOPE,MN,STEELE
55305,"HOPKINS, MN",HOPKINS,MN,HENNEPIN
55343,"HOPKINS, MN",HOPKINS,MN,HENNEPIN
55943,"HOUSTON, MN",HOUSTON,MN,HOUSTON
55606,"HOVLAND, MN",HOVLAND,MN,COOK
55349,"HOWARD LAKE, MN",HOWARD LAKE,MN,WRIGHT
55750,"HOYT LAKES, MN",HOYT LAKES,MN,SAINT LOUIS
55038,"HUGO, MN",HUGO,MN,WASHINGTON
56731,"HUMBOLDT, MN",HUMBOLDT,MN,KITTSON
56047,"HUNTLEY, MN",HUNTLEY,MN,FARIBAULT
55350,"HUTCHINSON, MN",HUTCHINSON,MN,MCLEOD
56140,"IHLEN, MN",IHLEN,MN,PIPESTONE
56649,"INTERNATIONAL FALLS, MN",INTERNATIONAL FALLS,MN,KOOCHICHING
55076,"INVER GROVE HEIGHTS, MN",INVER GROVE HEIGHTS,MN,DAKOTA
55077,"INVER GROVE HEIGHTS, MN",INVER GROVE HEIGHTS,MN,DAKOTA
56141,"IONA, MN",IONA,MN,MURRAY
55751,"IRON, MN",IRON,MN,SAINT LOUIS
56455,"IRONTON, MN",IRONTON,MN,CROW WING
55607,"ISABELLA, MN",ISABELLA,MN,LAKE
55040,"ISANTI, MN",ISANTI,MN,ISANTI
56342,"ISLE, MN",ISLE,MN,MILLE LACS
56142,"IVANHOE, MN",IVANHOE,MN,LINCOLN
56143,"JACKSON, MN",JACKSON,MN,JACKSON
55752,"JACOBSON, MN",JACOBSON,MN,ITASCA
56048,"JANESVILLE, MN",JANESVILLE,MN,WASECA
56144,"JASPER, MN",JASPER,MN,ROCK
56145,"JEFFERS, MN",JEFFERS,MN,COTTONWOOD
56456,"JENKINS, MN",JENKINS,MN,CROW WING
55352,"JORDAN, MN",JORDAN,MN,SCOTT
56669,"KABETOGAMA, MN",KABETOGAMA,MN,KOOCHICHING
56146,"KANARANZI, MN",KANARANZI,MN,NOBLES
56251,"KANDIYOHI, MN",KANDIYOHI,MN,KANDIYOHI
56732,"KARLSTAD, MN",KARLSTAD,MN,KITTSON
56050,"KASOTA, MN",KASOTA,MN,LE SUEUR
55944,"KASSON, MN",KASSON,MN,DODGE
55753,"KEEWATIN, MN",KEEWATIN,MN,ITASCA
56650,"KELLIHER, MN",KELLIHER,MN,BELTRAMI
55945,"KELLOGG, MN",KELLOGG,MN,WABASHA
56733,"KENNEDY, MN",KENNEDY,MN,KITTSON
56147,"KENNETH, MN",KENNETH,MN,ROCK
56343,"KENSINGTON, MN",KENSINGTON,MN,DOUGLAS
56553,"KENT, MN",KENT,MN,WILKIN
55946,"KENYON, MN",KENYON,MN,GOODHUE
56252,"KERKHOVEN, MN",KERKHOVEN,MN,SWIFT
55756,"KERRICK, MN",KERRICK,MN,PINE
55757,"KETTLE RIVER, MN",KETTLE RIVER,MN,CARLTON
56051,"KIESTER, MN",KIESTER,MN,FARIBAULT
56052,"KILKENNY, MN",KILKENNY,MN,RICE
55353,"KIMBALL, MN",KIMBALL,MN,STEARNS
55758,"KINNEY, MN",KINNEY,MN,SAINT LOUIS
55609,"KNIFE RIVER, MN",KNIFE RIVER,MN,LAKE
55947,"LA CRESCENT, MN",LA CRESCENT,MN,HOUSTON
56056,"LA SALLE, MN",LA SALLE,MN,WATONWAN
56054,"LAFAYETTE, MN",LAFAYETTE,MN,NICOLLET
56149,"LAKE BENTON, MN",LAKE BENTON,MN,LINCOLN
56734,"LAKE BRONSON, MN",LAKE BRONSON,MN,KITTSON
55041,"LAKE CITY, MN",LAKE CITY,MN,WABASHA
56055,"LAKE CRYSTAL, MN",LAKE CRYSTAL,MN,BLUE EARTH
55042,"LAKE ELMO, MN",LAKE ELMO,MN,WASHINGTON
56458,"LAKE GEORGE, MN",LAKE GEORGE,MN,HUBBARD
56459,"LAKE HUBERT, MN",LAKE HUBERT,MN,CROW WING
56253,"LAKE LILLIAN, MN",LAKE LILLIAN,MN,KANDIYOHI
56554,"LAKE PARK, MN",LAKE PARK,MN,BECKER
56151,"LAKE WILSON, MN",LAKE WILSON,MN,MURRAY
56150,"LAKEFIELD, MN",LAKEFIELD,MN,JACKSON
55043,"LAKELAND, MN",LAKELAND,MN,WASHINGTON
55044,"LAKEVILLE, MN",LAKEVILLE,MN,DAKOTA
56152,"LAMBERTON, MN",LAMBERTON,MN,REDWOOD
56735,"LANCASTER, MN",LANCASTER,MN,KITTSON
55949,"LANESBORO, MN",LANESBORO,MN,FILLMORE
55950,"LANSING, MN",LANSING,MN,MOWER
